Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD101582,Electronics,Same-Day,3812,4.57,297.1,3,1.48,6.96,5.88,32.56
ORD101583,Electronics,Same-Day,3301,3.46,22.4,1,3.15,7.27,6.42,27.87
ORD101584,Beauty,Standard,3936,2.96,890.4,6,2.47,6.24,3.7,76.27
ORD101585,Books,express,3903,1.92,725.0,2,4.15,5.04,9.48,64.85
ORD101586,Beauty,Same-Day,300,2.02,121.1,1,0.74,7.33,5.75,28.8
ORD101587,Fashion,Standard,5006,2.76,328.9,6,2.59,8.65,6.71,49.16
ORD101588,Electronics,Standard,5743,4.24,627.0,10,4.49,8.68,7.31,66.97
ORD101589,Fashion,Same-Day,7891,4.51,827.8,8,4.09,8.34,2.54,55.32
ORD101590,Electronics,Express,4886,2.62,810.1,3,1.53,1.11,8.02,57.91
ORD101591,Books,same-day,3277,5.08,205.3,6,3.6,2.41,1.9,17.8
ORD101592,Beauty,Express,3882,3.13,763.2,6,2.02,5.39,3.05,55.21
ORD101593,,Same-Day,1164,5.29,657.4,1,2.96,3.47,9.96,52.38
ORD101594, electronics,Same-Day,2251,2.29,945.7,3,1.11,2.54,5.58,56.01
ORD101595,Fashion,Same-Day,3074,2.07,352.0,1,3.47,8.4,7.23,33.44
ORD101596,Beauty,express,4855,2.67,273.7,5,2.03,6.29,5.1,34.39
ORD101597,Home & Kitchen,Express,4643,2.89,404.6,3,2.97,8.12,7.14,46.87
ORD101598,Home & Kitchen,Same-Day,5968,4.08,455.0,8,3.2,7.41,2.38,43.63
ORD101599,Beauty,Standard,1029,2.61,674.8,1,1.79,8.49,4.28,63.01
ORD101600,Fashion,Standard,5600,2.92,674.5,4,2.99,6.89,7.38,72.69
ORD101601,Home & Kitchen,Standard,8292,4.67,253.6,9,3.25,6.62,4.62,46.85
ORD101602,Home & Kitchen,Express,4374,3.69,579.0,2,1.1,5.42,9.98,55.21
ORD101603,Books,Same-Day,3109,2.3,772.8,4,2.25,6.18,5.48,48.94
ORD101604,Home & Kitchen,Express,2314,2.34,652.2,2,3.41,2.3,5.88,54.11
ORD101605,Books,Express,4094,1.58,380.0,1,2.73,3.44,5.03,33.63
ORD101606,Fashion,Standard,3452,3.12,555.0,1,3.32,1.66,6.86,51.79
ORD101607,Home & Kitchen,Express,1171,6.15,800.2,1,3.1,6.3,7.16,64.5
ORD101608,Books,Express,2785,3.1,792.1,4,1.51,3.09,6.44,62.14
ORD101609,Home & Kitchen,Same-Day,5171,6.13,836.2,2,2.76,4.31,3.35,54.61
ORD101610,Books,Express,1673,1.81,504.7,1,1.58,3.55,8.87,51.95
ORD101611,Home & Kitchen,Same-Day,469,2.37,925.0,2,2.21,2.32,7.76,57.72
ORD101612,Beauty,Express,300,3.18,224.8,2,3.2,1.45,7.35,34.12
ORD101613,Electronics,Standard,5344,3.98,133.0,4,2.91,6.11,3.65,38.72
ORD101614,Home & Kitchen,Standard,6759,5.82,853.0,6,3.72,6.93,9.86,80.77
ORD101615,Fashion,Standard,4143,2.41,740.0,3,3.83,1.48,9.26,70.16
ORD101616,Home & Kitchen,Same-Day,3475,2.54,208.8,1,1.02,5.11,5.24,23.27
ORD101617,Beauty,Express,5339,2.29,172.0,4,4.26,6.97,8.14,44.28
ORD101618,Home & Kitchen,Standard,2672,3.67,697.7,1,3.33,8.59,9.25,72.83
ORD101619,Home & Kitchen,Same-Day,6997,4.32,836.1,6,2.91,5.11,7.92,65.07
ORD101620,Books,Standard,4978,5.51,739.4,8,3.58,9.7,7.38,71.66
ORD101621,Books,Same-Day,300,3.47,167.7,6,4.23,1.59,9.07,29.9
ORD101622,Books,Same-Day,2344,2.26,540.5,1,2.64,4.05,2.07,35.99
ORD101623,Fashion,Express,6403,5.06,769.6,7,2.75,1.75,1.87,59.29
ORD101624,Books,Standard,1081,27.6,638.9,2,1.73,9.67,7.63,65.04
ORD101625,Books,Express,442,2.82,846.2,2,3.04,5.78,6.27,65.27
ORD101626,FASHION,Express,4409,3.16,236.1,6,2.41,6.46,9.32,37.52
ORD101627,Fashion,Express,3612,3.03,563.4,4,2.41,6.62,2.35,43.58
ORD101628,Books,Same-Day,6079,4.4,538.9,7,2.37,9.54,3.33,48.29
ORD101629,Fashion,Express,1675,7.18,890.6,4,4.03,6.68,1.03,62.74
ORD101630,Books,Same-Day,1083,2.36,452.1,1,2.41,9.5,1.02,35.02
ORD101631,Home & Kitchen,Standard,3786,4.47,405.1,1,0.78,8.8,2.52,48.24
ORD101632,Electronics,Standard,5642,3.8,628.6,4,3.74,3.27,8.7,66.54
ORD101633,Beauty,Standard,3309,3.26,278.2,5,3.64,1.5,1.17,41.32
ORD101634,Electronics,Same-Day,3702,3.73,150.6,4,3.38,9.71,3.31,36.92
ORD101635,Beauty,Same-Day,2251,5.31,161.7,3,1.56,2.07,1.84,20.09
ORD101636,Fashion,Standard,19700,3.57,432.7,1,1.59,2.24,1.79,42.4
ORD101637,Electronics,Same-Day,5792,4.15,327.3,9,2.13,9.67,6.49,45.29
ORD101638,Books,Same-Day,3971,3.14,564.5,2,1.37,1.1,8.74,43.31
ORD101639,Beauty,same-day,2476,1.4,305.4,1,1.19,9.37,1.87,27.29
ORD101640,Home & Kitchen,Same-Day,6471,4.71,166.9,5,3.85,3.96,1.38,19.92
ORD101641,Home & Kitchen,Standard,8646,5.0,277.7,10,2.22,2.25,8.67,51.91
ORD101642,Fashion,Standard,7289,4.5,18.9,9,4.34,1.8,3.49,34.04
ORD101643,Home & Kitchen,Standard,1767,3.2,666.1,4,1.35,3.37,5.68,50.69
ORD101644,Electronics,Same-Day,5111,2.92,96.0,1,1.05,2.28,2.64,9.64
ORD101645,Beauty,Standard,4099,3.6,523.0,5,-0.9,9.86,6.27,68.72
ORD101646,Electronics,Express,4467,2.69,111.9,4,4.0,6.71,8.24,40.11
ORD101647,Beauty,Standard,4043,4.41,191.8,7,4.47,3.01,9.63,50.19
ORD101648,Fashion,Same-Day,2544,2.3,767.1,1,3.35,3.86,1.94,52.08
ORD101649,Home & Kitchen,Standard,4175,4.09,532.9,2,0.92,1.22,3.5,50.74
ORD101650,Books,Same-Day,3686,2.77,568.9,5,4.23,2.55,6.32,51.2
ORD101651,Fashion,standard ,3274,2.02,501.6,1,1.69,8.37,9.32,57.09
ORD101652,Electronics,Standard,7367,4.53,38.5,5,3.35,4.3,3.11,34.69
ORD101653,Electronics,Same-Day,3334,3.24,77.6,5,2.79,8.94,4.12,25.1
ORD101654,Electronics ,Same-Day,6258,4.52,78.6,3,3.08,7.55,7.66,32.11
ORD101655,Books,Express,3716,6.04,899.9,6,2.68,4.56,2.29,61.98
ORD101656,Books,Standard,6076,4.87,507.0,5,1.67,5.39,3.75,54.4
ORD101657,Home & Kitchen,Same-Day,6021,4.1,703.9,6,1.79,5.19,5.34,47.4
ORD101658,Books,Standard,1946,2.0,94.9,3,3.85,2.92,2.7,29.68
ORD101659,Electronics,Same-Day,6630,4.21,754.2,8,2.22,1.84,2.71,39.33
ORD101660,Electronics,Express,4293,3.11,507.7,2,2.52,3.14,6.77,47.58
ORD101661,Beauty,Standard,2980,3.25,825.9,7,2.49,8.83,7.02,79.37
ORD101662,Home & Kitchen,Same-Day,5892,6.76,628.6,7,3.95,8.08,3.96,53.08
ORD101663,Books,Express,3447,3.16,677.0,6,2.39,3.97,7.7,58.64
ORD101664,Beauty,Express,6639,2.84,351.9,7,3.83,6.75,4.65,46.66
ORD101665,Beauty,Standard,5104,3.81,94.1,9,2.56,6.53,8.8,44.63
ORD101666,Beauty,Standard,6301,3.54,226.9,5,2.83,7.47,8.36,49.08
ORD101667,Electronics,Standard,891,3.63,339.4,3,4.13,9.61,4.39,50.41
ORD101668,Fashion,Standard,2761,4.49,717.4,7,2.55,7.49,1.23,58.03
ORD101669,Beauty,Express,4220,4.43,544.2,8,2.72,5.84,6.74,59.95
ORD101670,Beauty,Express,300,1.9,252.4,2,2.75,2.96,8.31,44.4
ORD101671,Electronics,Express,300,1.88,632.6,1,2.0,8.97,1.24,46.18
ORD101672,Home & Kitchen,Standard,2791,4.52,353.6,4,3.42,5.04,9.7,62.61
ORD101673,Electronics,Express,3508,2.25,663.7,3,3.53,1.4,7.32,52.04
ORD101674,Books,Standard,2885,4.18,191.0,9,2.37,2.54,5.82,40.23
ORD101675,Fashion ,Same-Day,1950,1.63,150.1,1,3.0,3.64,5.57,25.04
ORD101676,Home & Kitchen,Express,4885,3.33,546.4,4,2.44,7.61,5.83,54.17
ORD101677,Books,Standard,4659,3.6,113.9,7,3.99,8.34,2.43,36.15
ORD101678,Beauty,Standard,478,1.77,57.4,2,1.08,8.1,5.35,32.18
ORD101679,Books,Express,888,4.71,460.3,1,3.44,6.3,4.59,45.41
ORD101680,Home & Kitchen,Standard,3638,4.52,311.2,1,0.81,8.99,9.11,54.5
ORD101681,Beauty,Express,1475,5.61,472.8,4,2.65,4.11,1.21,43.57
ORD101682,Books,Same-Day,300,1.65,291.4,2,3.24,4.53,6.2,31.39
ORD101683,Books,Same-Day,4263,2.62,289.9,3,0.99,3.1,8.09,36.75
ORD101684,Fashion,Same-Day,4638,3.1,747.0,1,2.94,7.06,6.87,56.65
ORD101685,Fashion,Same-Day,5969,3.31,58.4,3,3.17,2.39,8.32,24.55
ORD101686,Books,Standard,3564,6.05,260.7,3,2.66,1.98,5.39,43.25
ORD101687,Beauty,Express,6292,2.83,923.8,6,1.78,8.82,9.86,76.66
ORD101688,Books,Express,5173,2.27,617.7,3,2.7,8.58,3.13,46.99
ORD101689,Home & Kitchen,Standard,3115,4.29,691.7,1,2.31,2.82,5.27,61.02
ORD101690,Fashion,Same-Day,1428,1.84,459.5,2,2.43,5.71,4.09,35.05
ORD101691,Electronics,Standard,6909,3.27,109.1,5,4.38,2.14,8.48,39.4
ORD101692,Books,Same-Day,8198,3.47,117.8,7,2.73,4.9,3.78,26.4
ORD101693,Fashion,Standard,4039,4.21,92.5,7,2.45,6.53,8.6,49.83
ORD101694,Home & Kitchen,Standard,9925,8.01,712.9,10,4.61,4.96,7.34,78.28
ORD101695,Electronics,Standard,3066,3.4,77.4,3,1.69,3.35,4.39,35.21
ORD101696,Books,Same-Day,1151,4.19,349.2,5,2.84,2.82,2.15,29.11
ORD101697,Beauty,Standard,1605,1.71,334.6,1,1.24,6.89,2.38,40.07
ORD101698,Fashion ,Same-Day,3622,3.79,792.7,6,2.11,1.38,2.44,43.73
ORD101699,Beauty,Express,3630,3.06,56.7,2,2.82,1.35,2.01,19.82
ORD101700,Fashion,Standard,6291,4.82,684.5,8,4.11,4.4,9.26,70.55
ORD101701,Electronics,Express,8611,5.81,747.7,9,3.35,6.58,2.42,57.5
ORD101702,Electronics,,1558,2.9,512.6,5,2.79,2.7,2.38,44.2
ORD101703,Books,Same-Day,1878,3.45,915.7,6,2.96,9.27,7.51,60.87
ORD101704,Fashion,Same-Day,4602,4.87,750.7,5,3.17,2.76,8.66,52.58
ORD101705,Books,Standard,3038,4.86,923.6,1,2.27,4.25,4.46,72.12
ORD101706,Fashion,Express,6695,3.84,129.0,4,3.31,6.07,7.78,40.11
ORD101707,Beauty,Standard,7343,4.15,590.2,7,3.18,1.87,7.01,59.57
ORD101708,Electronics,Standard,7336,4.81,255.1,8,5.04,3.03,2.74,48.1
ORD101709,Home & Kitchen,Standard,4096,3.82,125.6,4,1.44,5.29,7.89,37.07
ORD101710,Home & Kitchen,Same-Day,5758,3.89,642.4,4,4.03,6.56,9.66,54.22
ORD101711,Home & Kitchen,Standard,5260,3.13,51.6,2,1.84,2.04,6.34,33.0
ORD101712,Electronics,Standard,3735,4.28,532.4,6,2.18,6.42,6.68,52.85
ORD101713,Electronics,Standard,3344,2.84,66.2,4,1.04,7.43,3.48,36.76
ORD101714,Beauty,Standard,1592,2.18,132.6,2,1.74,5.21,2.71,27.97
ORD101715,Books,Standard,6551,5.46,379.4,10,3.3,7.78,3.9,63.38
ORD101716,Books,Express,2656,3.33,853.9,3,3.58,9.29,7.02,69.07
ORD101717,Books,Same-Day,3079,3.45,428.7,3,3.0,4.88,8.57,44.52
ORD101718,Books,Same-Day,3099,4.43,632.2,8,3.87,8.12,5.93,53.57
ORD101719,Home & Kitchen,Same-Day,3787,4.37,398.5,7,2.09,7.61,5.29,41.35
ORD101720,Home & Kitchen,Same-Day,5245,3.53,164.9,5,2.02,1.04,4.84,27.22
ORD101721,Books,Standard,3501,3.66,32.2,4,2.13,5.24,6.55,36.04
ORD101722,Electronics,Express,6976,3.42,592.3,4,4.52,4.99,4.1,51.73
ORD101723,Books,Standard,1846,2.03,142.0,2,4.24,8.51,4.3,39.71
ORD101724,Beauty,Same-Day,5640,3.73,891.5,9,2.16,8.83,3.85,57.95
ORD101725,Fashion,Express,6974,2.65,243.9,4,1.66,8.98,5.63,40.38
ORD101726,Beauty,Express,300,1.59,941.7,1,2.93,7.03,4.28,65.1
ORD101727,Electronics,Express,5718,3.54,849.3,7,3.58,7.91,7.88,71.24
ORD101728,Electronics,Standard,5682,2.18,52.7,2,3.01,7.41,3.31,34.43
ORD101729,Beauty,Express,5183,2.08,547.4,2,3.49,4.97,5.15,45.71
ORD101730,Fashion,Standard,3222,3.0,382.0,5,3.31,9.53,4.01,53.89
ORD101731,Fashion,Standard,6498,3.3,325.7,4,1.45,3.73,6.24,49.84
ORD101732,Books,Standard,3742,4.24,373.1,6,3.27,8.13,5.78,54.86
ORD101733,Books,Same-Day,5920,3.54,37.6,7,1.74,2.83,5.24,22.94
ORD101734,Beauty,Same-Day,3720,2.08,398.3,4,4.28,2.77,9.97,42.81
ORD101735,Books,Same-Day,4119,2.56,428.8,4,3.48,3.88,9.52,42.96
ORD101736,Books,Express,2599,3.87,421.4,8,2.6,7.16,1.13,45.14
ORD101737,Home & Kitchen,Same-Day,2654,3.33,294.5,2,3.67,6.65,9.79,44.67
ORD101738,Fashion,Same-Day,5209,5.06,878.0,7,2.61,4.97,4.58,57.99
ORD101739,Home & Kitchen,standard ,2647,3.88,913.1,3,1.99,2.33,4.51,74.24
ORD101740,Fashion,Standard,1617,3.72,795.2,6,2.39,6.52,8.91,68.87
ORD101741,Beauty,Standard,2747,2.36,906.1,4,1.41,2.26,3.33,64.78
ORD101742,Home & Kitchen,Express,5434,3.53,125.0,2,3.94,1.32,9.79,32.48
ORD101743,Beauty,Same-Day,1877,3.36,454.1,7,4.55,1.01,7.31,47.35
ORD101744,Beauty,Standard,5259,2.73,335.7,4,2.47,8.82,8.21,59.21
ORD101745,Home & Kitchen,Standard,3127,4.17,274.7,4,1.62,9.08,6.49,54.76
ORD101746,Home & Kitchen,Same-Day,6420,4.81,411.5,5,4.1,5.93,5.57,41.68
ORD101747,Fashion,Express,1923,3.04,179.0,3,3.45,1.09,8.53,33.62
ORD101748,Home & Kitchen,Standard,3220,3.9,749.5,4,3.57,6.81,7.58,82.45
ORD101749,Fashion,Same-Day,6386,4.23,801.8,9,3.16,5.49,1.63,52.49
ORD101750,Fashion,Same-Day,300,1.48,82.5,1,3.3,8.77,9.31,32.88
ORD101751,Fashion,Same-Day,3352,4.64,596.9,8,1.82,8.06,2.83,43.43
ORD101752,Fashion,standard ,7524,4.21,828.3,8,4.54,7.88,5.06,72.27
ORD101753,Home & Kitchen,Same-Day,2450,2.98,871.4,3,2.48,5.5,2.64,53.82
ORD101754,Books,Same-Day,4717,76.2,71.6,6,2.57,2.98,5.74,24.37
ORD101755,Fashion,Standard,3685,2.07,540.2,3,2.8,5.93,6.17,58.0
ORD101756,Books,Standard,6354,3.3,156.2,6,2.76,9.91,7.7,48.04
ORD101757,Books,Standard,6752,4.81,559.7,6,4.15,7.76,6.53,64.08
ORD101758,Fashion,Standard,8296,3.29,755.1,8,3.11,7.7,1.86,66.96
ORD101759,Fashion,Same-Day,2219,4.75,79.2,7,4.64,6.88,8.29,30.57
ORD101760,Beauty,Standard,6650,4.02,901.3,6,3.9,2.47,4.77,73.02
ORD101761,Books,Express,300,1.67,754.8,1,2.12,4.03,1.38,47.09
ORD101762,Beauty,Standard,1679,3.31,679.0,1,1.93,9.46,4.32,62.41
ORD101763,Electronics,Standard,2972,3.95,486.8,2,3.75,7.45,6.94,60.92
ORD101764,Beauty,Standard,1359,2.88,172.2,3,1.32,2.92,6.04,35.39
ORD101765,Books,Standard,7064,3.2,535.0,6,2.48,8.33,6.99,62.15
ORD101766,Electronics,Standard,5826,3.99,71.6,6,2.45,8.85,8.01,48.38
ORD101767,Electronics,Express,2447,5.41,713.7,3,3.6,4.74,8.62,60.15
ORD101768,Electronics,Standard,5200,4.34,909.2,6,3.08,6.84,5.4,72.16
ORD101769,Books,Express,413,1.97,539.3,2,1.48,2.33,6.06,43.11
ORD101770,Electronics,Same-Day,7401,3.91,788.7,8,2.61,4.16,7.74,59.54
ORD101771,Home & Kitchen,Standard,3853,6.09,879.0,1,3.44,9.33,6.04,79.06
ORD101772,Home & Kitchen,Same-Day,4640,4.66,528.2,3,1.41,8.52,6.77,53.03
ORD101773,Books,Express,1498,2.38,652.2,2,2.63,2.49,8.68,51.01
ORD101774,Books,Same-Day,3056,3.18,166.8,4,1.5,4.21,7.34,27.23
ORD101775,Home & Kitchen,Standard,6307,5.79,27.1,7,4.14,8.88,6.39,44.41
ORD101776,Home & Kitchen,Express,3360,2.81,636.4,2,1.95,9.94,6.65,58.92
ORD101777,Home & Kitchen,Express,5890,3.08,566.8,1,1.94,5.18,8.01,51.54
ORD101778,Beauty,Standard,3458,2.26,142.1,4,3.8,5.46,7.36,38.69
ORD101779,Books,Standard,6740,4.27,924.8,9,3.98,7.59,5.01,76.74
ORD101780,Fashion,Standard,3324,2.91,355.6,5,,3.5,8.18,48.31
ORD101781,Beauty,Same-Day,2645,3.91,831.9,7,3.59,8.87,9.36,65.34
ORD101782,Home & Kitchen,Standard,3990,4.49,35.7,6,3.75,1.35,5.91,37.42
ORD101783,Electronics,Same-Day,6322,5.19,483.2,8,4.3,3.45,7.43,44.14
ORD101784,Books,Express,831,3.21,48.5,6,-0.8,8.68,4.51,32.74
ORD101785,Beauty,Standard,5459,4.63,744.7,9,3.34,2.48,5.48,70.74
ORD101786,Fashion,Same-Day,5039,4.17,510.9,8,1.92,1.39,3.71,30.17
ORD101787,Fashion,Standard,2809,4.09,710.1,7,2.97,8.27,8.17,71.19
ORD101788,Fashion,Same-Day,3463,3.16,126.1,1,3.97,6.07,1.64,23.71
ORD101789,Beauty,Same-Day,5105,4.97,307.7,8,3.98,9.04,2.88,37.47
ORD101790,Home & Kitchen,Standard,3019,3.26,104.9,1,1.26,6.96,7.5,46.64
ORD101791,Electronics,Same-Day,6365,5.73,256.6,5,2.99,5.17,6.83,41.48
ORD101792,Fashion,Same-Day,5967,3.51,253.5,8,3.36,4.86,9.23,39.42
ORD101793,Electronics,Standard,8507,3.61,665.8,8,3.5,7.93,4.97,67.55
ORD101794,Home & Kitchen,Standard,5087,2.84,428.2,2,3.46,1.58,5.92,54.34
ORD101795,Fashion,Standard,5454,4.75,695.0,6,2.59,6.81,4.3,60.02
ORD101796,Home & Kitchen,Express,3774,5.14,431.3,5,2.43,7.85,8.28,59.65
ORD101797,Fashion,Express,5626,4.44,357.7,2,1.46,9.26,3.04,45.87
ORD101798,Beauty,Express,4441,1.76,546.3,1,1.98,6.1,5.57,47.18
ORD101799,Home & Kitchen,Standard,3714,4.13,680.1,3,3.04,1.7,8.75,66.6
ORD101800,Fashion,Standard,2712,2.96,78.8,1,1.78,6.46,4.68,32.74
ORD101801,Fashion,Same-Day,5892,3.1,332.9,5,3.77,3.48,3.57,33.3
ORD101802,Fashion,Express,1961,2.03,373.2,1,3.92,1.99,6.34,37.78
ORD101803,Books,Same-Day,6123,3.9,154.5,5,3.56,2.36,2.33,26.45
ORD101804,Electronics,Same-Day,3023,3.2,670.2,2,3.57,2.99,2.69,38.35
ORD101805,Beauty,Same-Day,4729,2.47,67.5,5,3.6,4.94,7.67,26.83
ORD101806,Home & Kitchen,Same-Day,1354,5.37,246.1,5,4.1,5.94,5.21,36.56
ORD101807,Fashion,Express,4517,3.39,269.4,6,3.34,5.82,8.98,43.25
ORD101808,Books,Standard,7017,5.51,72.4,7,2.62,4.18,7.46,35.26
ORD101809,Beauty,Same-Day,2851,3.61,211.9,4,3.39,7.46,3.52,30.97
ORD101810,Electronics,Standard,8687,4.21,930.4,5,1.62,3.02,4.52,69.93
ORD101811,Electronics,Same-Day,4766,3.1,225.4,3,3.92,3.17,1.94,25.52
ORD101812,Electronics,Express,2485,2.07,35.1,1,3.87,8.89,2.46,30.69
ORD101813,Home & Kitchen,Standard,3734,4.13,767.4,4,4.04,9.99,2.72,68.47
ORD101814,Fashion,Same-Day,4622,3.22,134.5,3,3.75,7.02,5.44,22.49
ORD101815,Electronics,Same-Day,10649,4.16,622.1,7,2.44,4.87,8.41,49.87
ORD101816,Electronics,Standard,7740,5.95,787.2,9,2.42,9.92,1.95,71.87
ORD101817,Beauty,Express,2879,2.32,747.3,4,1.81,9.16,6.54,65.05
ORD101818,Beauty,Express,1989,2.93,313.5,3,4.2,7.26,2.7,44.46
ORD101819,Books,Standard,3014,2.18,353.5,4,,5.12,2.58,39.37
ORD101820,Fashion,Standard,6914,3.7,648.2,8,2.16,1.39,6.66,57.72
ORD101821,Electronics,Standard,4643,2.19,146.4,2,1.21,3.52,1.05,33.09
ORD101822,Fashion,Standard,5627,3.79,116.8,6,3.76,7.91,1.82,41.07
ORD101823,Electronics,Express,3942,4.17,686.0,5,2.74,4.53,4.62,55.84
ORD101824,Fashion,Same-Day,4171,3.82,357.5,1,2.15,4.76,5.77,
ORD101825,Fashion,Express,5513,3.01,485.2,5,3.36,5.18,3.18,49.13
ORD101826,Home & Kitchen,Same-Day,8171,4.96,169.5,7,3.85,6.44,7.65,46.85
ORD101827,Books,Same-Day,2859,-4.2,466.3,1,0.61,4.55,4.78,33.94
ORD101828,Books,Same-Day,6646,4.55,144.4,8,3.75,9.93,4.03,34.93
ORD101829,Home & Kitchen,Standard,3182,4.31,938.9,2,1.95,9.15,3.71,66.75
ORD101830,Beauty,Same-Day,4288,3.79,395.2,6,3.2,7.58,3.54,34.3
ORD101831,Electronics,Same-Day,4997,4.72,862.3,3,3.14,8.57,6.51,61.36
ORD101832,Beauty,Express,6093,2.47,3465.0,5,2.39,6.87,3.54,36.47
ORD101833,Home & Kitchen,Express,1734,3.5,504.0,1,2.66,9.38,8.83,55.3
ORD101834,Beauty,Same-Day,4539,3.15,730.1,3,4.28,1.33,5.49,54.34
ORD101835,Beauty,Standard,3201,3.76,337.4,2,3.1,4.87,7.96,46.49
ORD101836,Home & Kitchen,Standard,4526,3.2,829.6,4,3.17,8.68,6.52,82.04
ORD101837,Books,Express,3590,4.53,670.9,3,1.5,1.02,4.73,56.43
ORD101838,Electronics,Express,3280,4.67,324.9,6,2.3,6.75,9.11,50.09
ORD101839,Beauty,Same-Day,2654,3.56,587.0,6,3.58,9.44,1.79,42.13
ORD101840,Home & Kitchen,Express,3914,4.6,246.4,6,4.4,7.34,2.34,37.33
ORD101841,Home & Kitchen,Same-Day,3391,3.31,479.5,4,3.86,8.92,5.33,44.93
ORD101842,Books,STANDARD,6808,4.05,107.8,8,4.02,9.73,9.43,48.43
ORD101843,Books,Standard,5324,6.97,153.3,8,2.83,1.21,3.53,34.85
ORD101844,Beauty,Same-Day,1331,3.58,478.4,5,1.86,9.17,2.23,43.9
ORD101845,Home & Kitchen,Express,9500,6.08,150.1,10,4.49,6.66,5.51,44.26
ORD101846,Electronics,Express,4398,4.43,498.9,3,3.84,2.87,6.86,48.97
ORD101847,Books,Express,2270,2.73,527.3,2,1.74,3.25,6.1,43.57
ORD101848,Home & Kitchen,Standard,8928,6.14,920.7,10,2.41,9.49,5.01,83.59
ORD101849,Books,Standard,4550,2.7,555.6,1,1.08,6.05,6.95,54.14
ORD101850,Fashion,Same-Day,7133,4.68,467.1,10,2.87,5.6,6.86,51.8
ORD101851,Beauty,Express,3538,2.48,568.4,3,1.65,1.63,5.27,47.52
ORD101852,Beauty,Same-Day,4315,4.63,775.9,8,2.41,2.2,9.03,54.55
ORD101853,Home & Kitchen,Express,8219,3.78,807.8,4,1.44,7.81,8.03,69.85
ORD101854,Electronics,Same-Day,3601,3.0,712.4,1,1.3,1.72,5.76,49.58
ORD101855,Fashion,Standard,5233,3.2,211.2,4,2.76,1.74,5.59,37.49
ORD101856,Beauty,Same-Day,5834,2.09,151.6,4,1.23,5.57,3.79,23.08
ORD101857,Home & Kitchen,Express,3187,3.39,150.1,5,3.45,8.18,7.72,40.98
ORD101858,Home & Kitchen,Same-Day,1205,4.81,375.7,1,2.83,1.87,1.97,37.63
ORD101859,Beauty,Express,300,2.3,608.2,4,2.75,7.82,9.22,65.59
ORD101860,Fashion,Same-Day,6925,3.36,326.8,7,3.56,9.71,4.52,42.88
ORD101861,Electronics,Same-Day,5443,2.95,764.2,2,3.48,4.38,4.08,48.81
ORD101862,Home & Kitchen,Standard,8132,2.98,433.3,3,3.48,3.68,9.82,62.97
ORD101863,Home & Kitchen,Same-Day,3491,4.05,580.6,2,1.85,3.42,2.51,34.68
ORD101864,Books,Same-Day,2907,3.35,153.7,1,3.38,4.1,7.36,32.88
ORD101865,Books,Express,2551,3.53,531.1,2,1.57,1.16,1.54,39.76
ORD101866,Fashion,Express,3358,1.86,899.5,2,2.65,1.1,9.47,69.14
ORD101867,Beauty,Standard,4350,2.85,578.2,6,2.4,4.96,9.66,69.14
ORD101868,Fashion,Same-Day,4313,1.96,763.5,2,3.46,9.89,5.32,49.43
ORD101869,Beauty,Same-Day,1881,3.53,722.2,8,1.28,9.59,7.16,54.23
ORD101870,Fashion,Express,3473,7.71,546.2,1,1.15,3.7,5.57,50.0
ORD101871,Fashion,Express,3127,1.95,197.9,3,1.89,6.37,9.89,34.7
ORD101872,Books,Same-Day,4461,3.39,354.2,5,3.83,4.23,8.98,44.72
ORD101873,Home & Kitchen,Standard,4064,2.77,107.6,2,3.01,5.01,3.08,35.96
ORD101874,Books,Standard,2524,1.86,337.4,3,3.28,3.88,1.35,44.34
ORD101875,Electronics,Same-Day,3619,3.3,718.5,4,3.1,8.93,5.32,59.97
ORD101876,Books,Express,1536,1.76,276.0,1,1.84,2.64,8.19,34.41
ORD101877,Home & Kitchen,Same-Day,4646,3.11,135.2,5,1.63,8.57,7.52,36.44
ORD101878,Home & Kitchen,Express,5290,3.87,521.6,5,3.45,5.19,5.35,45.25
ORD101879,Beauty,Standard,4423,2.77,453.6,6,3.81,9.35,5.43,55.9
ORD101880,Electronics,Express,7148,4.17,404.1,8,3.69,8.64,9.35,62.63
ORD101881,Beauty,Express,4390,4.46,82.0,3,3.66,1.62,5.41,30.23
ORD101882,Home & Kitchen,Express,7813,3.97,467.7,5,2.52,5.67,3.49,48.72
ORD101883,Fashion,Standard,2272,2.46,89.9,3,1.03,2.78,2.25,28.14
ORD101884,Beauty,Standard,6624,5.83,759.7,7,2.76,1.0,8.95,69.19
ORD101885,Fashion,Express,7972,4.04,679.4,10,2.63,9.52,7.03,71.49
ORD101886,Beauty,Express,2676,2.81,489.4,4,2.73,2.27,8.92,59.72
ORD101887,Fashion,Same-Day,3194,2.58,299.7,4,1.45,7.69,8.95,39.8
ORD101888,Books,Standard,3116,2.08,259.9,1,2.43,7.05,1.45,37.38
ORD101889,Home & Kitchen,Same-Day,6407,6.08,355.6,6,3.71,8.51,5.84,39.13
ORD101890,Beauty,Standard,2291,2.82,43.5,5,3.6,3.89,2.41,28.41
ORD101891,Home & Kitchen,Same-Day,7470,4.1,348.0,5,2.81,8.99,5.3,40.51
